Player,Team,Pos,MP,AST%,USG%,TOV%,BadPass,LostBall,PGA,3PAr,3PAr+,3P%,TS%,TS+,FTr,FTr+,And1,ORB%,DRB%,TRB%,BLK%,STL%,DBPM,PG%,SG%,SF%,PF%,C%,Cluster,PCA1,PCA2,Primary Creator_Score,Shooting Wing_Score,Rim Protector_Score,Stretch Big_Score,Defensive Wing_Score,Interior Finisher_Score
Julian Strawther,DEN,SG,15.1,9.8,19.4,9.3,15,11,150,0.47,113.0,0.387,0.59,102.0,0.219,83.0,5,1.6,12.7,7.4,0.7,1.4,-1.1,1,36,52,11,0,0,-1.7421386965796637,-1.3744847303037906,21.6,75.6,13.2,34.8,43.6,27.7
Jaylin Williams,OKC,PF,19.6,16.0,15.6,14.6,32,12,382,0.727,175.0,0.383,0.597,103.0,0.261,99.0,9,2.8,26.6,15.2,3.2,1.2,2.8,0,0,4,35,61,5,1.0396664418261787,-1.3287955985627975,26.9,64.8,47.2,98.0,33.0,25.6
Leaky Black,WAS,SF,28.9,6.6,11.6,11.6,6,6,60,0.534,129.0,0.345,0.498,86.0,0.078,29.0,0,3.7,15.2,9.3,1.6,2.0,-1.1,0,19,45,33,2,0,-2.466558594391757,-2.8743631290717864,10.1,61.4,19.0,50.1,45.3,11.4
Ben Sheppard,IND,SG,21.4,11.3,13.8,9.1,25,12,274,0.599,144.0,0.362,0.561,96.0,0.132,50.0,5,3.3,12.2,7.6,0.4,1.3,-0.6,11,69,20,0,0,7,-2.717597904611851,-1.4183349426328378,23.3,77.1,9.5,38.8,41.7,18.8
Lawson Lovering,MEM,C,24.5,8.3,12.1,14.1,1,0,7,0.0,0.0,0.0,0.574,99.0,0.5,190.0,1,13.0,20.2,16.6,1.9,2.9,0.1,0,0,0,0,100,3,4.9182500459246645,-2.53490999781304,4.6,2.7,72.3,22.5,34.3,62.4
Ethan Thompson,IND,SG,20.4,11.9,15.7,10.3,16,6,135,0.592,143.0,0.328,0.515,89.0,0.24,91.0,4,2.8,8.9,5.7,1.2,1.5,-0.8,12,79,8,0,0,7,-2.709535621981808,-1.3086656556755425,22.9,71.8,10.5,36.7,38.7,20.3
Grant Williams,CHO,PF,19.8,10.6,14.1,13.0,17,3,146,0.732,176.0,0.388,0.609,105.0,0.295,112.0,5,7.4,15.0,11.3,2.3,1.2,1.0,0,0,0,88,12,5,-0.0312378144098813,-2.3899266697005914,18.3,64.4,23.1,94.8,25.3,30.1
Patrick Williams,CHI,PF,20.5,9.4,16.6,12.8,29,26,258,0.573,138.0,0.347,0.494,85.0,0.157,60.0,7,3.6,11.8,7.7,1.5,1.6,-1.1,0,1,30,65,6,5,-2.093882737687826,-1.2237926447796417,20.4,55.8,16.8,64.9,30.6,17.2
Javonte Green,DET,SG,17.6,5.0,14.8,8.8,35,7,129,0.597,144.0,0.381,0.607,104.0,0.302,115.0,7,4.9,12.8,8.9,1.7,3.4,2.4,8,60,31,2,0,6,-0.9259638717250592,-1.4772621098847665,16.9,82.3,17.2,44.5,69.3,33.1
Elijah Harkless,UTA,SG,21.0,17.6,16.2,12.1,11,11,180,0.547,132.0,0.239,0.471,81.0,0.398,151.0,5,1.9,8.7,5.3,1.1,2.7,-0.7,48,52,1,0,0,7,-2.05175499042794,-0.1204813038332731,36.3,53.0,9.6,28.1,38.7,26.2
Keon Ellis,2TM,SG,20.5,6.3,13.0,9.0,20,15,177,0.654,157.0,0.363,0.579,100.0,0.182,69.0,6,2.8,7.3,5.1,2.9,2.7,1.3,28,56,15,2,0,7,-2.349627023993795,-1.584372714296595,22.6,76.2,16.1,47.4,54.2,21.1
Isaiah Jackson,2TM,C,16.5,8.5,16.2,17.0,18,16,119,0.013,3.0,0.0,0.653,112.0,0.443,168.0,11,13.6,21.8,17.7,4.8,1.9,0.8,0,0,0,6,94,3,6.1541089508262985,-1.8409275212298677,10.0,10.4,82.9,31.2,28.2,70.1
Cole Anthony,MIL,PG,15.1,34.8,25.8,21.1,40,20,291,0.312,75.0,0.306,0.483,83.0,0.113,43.0,3,3.5,15.1,9.3,2.1,1.9,-0.9,99,1,0,0,0,2,-1.3561155459195144,1.5317088704688229,67.1,32.7,20.4,19.4,17.1,19.9
Kevin Love,UTA,PF,16.6,14.6,16.6,12.1,18,7,153,0.714,172.0,0.373,0.568,98.0,0.221,84.0,5,9.5,28.9,18.9,1.4,1.1,-0.9,0,0,10,64,26,5,0.5223876969553871,-2.4096391685551475,23.5,63.8,33.1,93.5,20.0,25.7
Robert Williams,POR,C,17.1,8.9,13.1,15.1,22,12,147,0.092,22.0,0.391,0.722,124.0,0.228,86.0,3,14.9,29.9,22.3,7.7,1.7,2.4,0,0,0,5,95,3,6.201033613121508,-3.1137864768612493,9.1,35.6,98.7,68.1,34.5,59.1
Ryan Nembhard,DAL,PG,19.5,37.2,17.5,17.4,53,22,753,0.346,83.0,0.356,0.492,85.0,0.079,30.0,3,1.2,10.8,6.0,0.1,1.0,-1.7,100,0,0,0,0,2,-2.7088770388013974,2.015762941267162,70.4,34.2,7.5,17.0,11.9,15.9
Jamal Shead,TOR,PG,22.6,30.6,15.5,16.8,87,13,1025,0.52,125.0,0.321,0.491,84.0,0.23,87.0,9,1.6,7.2,4.4,0.8,2.0,0.0,100,0,0,0,0,2,-2.5021248644233824,2.6640600024849155,71.0,41.7,5.9,28.8,26.1,21.5
Oso Ighodaro,PHO,PF,22.0,14.2,12.2,19.5,49,22,467,0.003,1.0,0.0,0.636,109.0,0.32,121.0,17,8.2,17.8,12.8,3.0,2.0,2.3,0,0,0,3,97,3,4.540760877079336,-0.4025740209337875,15.2,7.2,70.1,21.9,36.6,61.2
Luke Kornet,SAS,C,21.0,11.3,10.3,8.0,11,8,299,0.0,0.0,0.0,0.689,119.0,0.419,159.0,4,14.0,17.0,15.5,4.0,1.1,2.1,0,0,0,8,92,3,5.659083145369778,-2.494566129245833,11.7,10.0,76.2,26.4,30.8,68.8
Drake Powell,BRK,SG,21.0,10.3,14.9,13.3,29,19,235,0.508,122.0,0.28,0.521,90.0,0.215,82.0,4,1.8,8.4,4.9,1.0,1.3,-1.3,45,43,12,0,0,7,-2.4653936767286733,-0.6094009286973467,29.8,56.5,10.6,26.6,30.1,21.1
Trendon Watford,PHI,PF,16.3,21.8,17.9,17.5,25,21,317,0.187,45.0,0.2,0.573,99.0,0.287,109.0,11,4.7,17.5,11.0,2.4,0.9,0.2,0,0,8,83,9,5,1.6261855167380126,-0.3438320266965888,25.4,26.5,31.1,40.6,21.5,43.7
Kenrich Williams,OKC,PF,15.3,12.7,18.3,11.9,20,17,193,0.436,105.0,0.388,0.569,98.0,0.176,67.0,10,7.8,15.6,11.9,0.6,1.8,0.3,0,2,10,70,18,5,-0.158493085802909,-1.4606565012198538,21.9,49.9,24.5,64.3,28.9,32.6
Jevon Carter,2TM,PG,16.4,14.0,17.0,10.2,22,8,207,0.7,169.0,0.363,0.537,92.0,0.062,23.0,0,1.8,9.6,5.6,1.0,2.2,0.4,94,6,0,0,0,7,-3.582301268025168,-0.9471841376061394,49.3,59.2,7.1,46.2,29.5,6.9
Andre Drummond,PHI,C,19.5,8.9,14.9,14.0,25,12,185,0.267,64.0,0.356,0.539,93.0,0.249,95.0,8,17.5,29.8,23.6,3.7,1.5,-0.2,0,0,0,1,99,1,4.000639183240953,-2.582088202845167,13.6,32.0,82.2,71.4,22.3,46.4
Will Richard,GSW,SG,20.0,9.3,13.0,12.5,23,15,236,0.613,148.0,0.335,0.596,103.0,0.156,59.0,7,5.3,8.7,7.0,0.6,2.8,0.9,19,55,24,2,0,7,-2.127938842383013,-1.3766993006645665,21.8,76.3,9.6,39.1,56.7,24.8
Jalen Wilson,BRK,PF,15.9,9.0,18.2,10.6,17,13,127,0.547,132.0,0.355,0.536,92.0,0.345,131.0,8,2.2,13.9,7.7,0.2,1.3,-2.1,0,1,28,62,9,5,-1.2567700959866994,-1.2738517837010837,19.7,57.6,13.2,60.2,23.2,29.8
Tyrese Martin,2TM,SG,16.9,15.6,18.4,12.1,21,13,189,0.596,144.0,0.321,0.501,86.0,0.101,38.0,4,4.8,12.9,8.6,0.7,1.6,-1.4,7,64,28,1,0,7,-2.9484041444781126,-1.214996644255988,27.2,73.7,11.3,38.4,40.5,13.8
Kyle Anderson,3TM,SF,19.8,19.4,13.2,14.4,17,7,293,0.054,13.0,0.364,0.573,99.0,0.337,128.0,8,5.4,13.8,9.6,2.8,2.5,1.7,0,5,37,51,8,6,1.5880423565130597,-0.8468321014173739,18.4,34.5,33.7,26.4,52.7,49.4
Alex Caruso,OKC,SG,18.2,14.1,15.7,13.0,32,12,262,0.603,145.0,0.293,0.54,93.0,0.17,64.0,3,3.1,13.0,8.2,1.6,3.4,3.3,1,24,52,24,0,6,-1.7365150766878923,-1.1485313874827423,23.1,71.0,14.5,47.7,73.3,18.0
Kasparas Jakučionis,MIA,PG,17.8,18.1,13.7,15.8,27,14,332,0.655,158.0,0.423,0.614,106.0,0.277,105.0,3,4.7,10.5,7.6,0.7,1.6,0.6,85,15,0,0,0,7,-1.4288019676264532,-0.2300025222621339,46.6,65.8,8.6,46.8,29.7,28.6
Jahmai Mashack,MEM,SG,21.7,13.8,16.0,18.9,27,12,169,0.385,93.0,0.253,0.456,78.0,0.179,68.0,3,3.6,9.5,6.5,1.9,2.6,-0.9,27,26,41,6,0,7,-2.094760528250595,-0.7552513619273871,24.4,48.3,18.0,21.6,47.8,19.2
Justin Edwards,PHI,SF,15.3,11.5,16.1,9.6,13,15,202,0.563,136.0,0.372,0.572,98.0,0.122,46.0,5,2.9,7.7,5.2,1.1,2.7,0.6,0,5,83,13,0,0,-2.637081885061154,-1.6568267173581153,21.0,78.7,10.1,40.8,66.4,19.8
Hayden Gray,UTA,SG,25.0,5.0,8.0,20.5,1,0,2,0.333,80.0,0.0,0.773,133.0,0.667,253.0,0,0.0,0.0,0.0,3.9,1.9,-1.6,0,100,0,0,0,6,1.6619011181316252,-1.6384639170210549,0.0,61.2,20.5,1.4,43.2,63.9
Tidjane Salaün,CHO,PF,15.5,6.6,14.9,12.8,10,8,71,0.522,126.0,0.434,0.629,108.0,0.252,95.0,3,5.2,23.7,14.6,1.1,1.4,0.4,0,0,0,84,16,5,0.7274389789043031,-2.55982177793997,13.1,56.1,28.3,81.2,24.0,32.7
Goga Bitadze,ORL,C,15.2,12.5,13.5,13.8,19,10,195,0.049,12.0,0.182,0.7,120.0,0.431,164.0,13,15.6,21.2,18.4,5.7,1.8,2.0,0,0,0,0,100,3,6.468881146534567,-2.0691853158099662,12.6,22.7,88.0,46.0,33.5,74.4
Kobe Brown,2TM,PF,15.8,11.6,15.6,15.1,32,16,195,0.513,124.0,0.374,0.594,102.0,0.218,83.0,3,7.8,13.6,10.7,1.1,1.2,-1.4,0,0,25,71,4,5,-0.4493884621805424,-1.678829680928987,18.4,58.4,19.0,64.8,25.1,30.9
Steven Adams,HOU,C,22.8,8.3,12.1,16.7,14,8,107,0.0,0.0,0.0,0.535,92.0,0.583,221.0,3,22.3,19.6,21.0,2.5,1.5,-0.3,0,0,0,0,100,3,6.269322032414014,-2.3478189929301005,5.7,0.0,79.9,27.7,23.3,72.6
Ryan Dunn,PHO,SF,19.4,10.3,13.7,12.8,25,13,253,0.467,112.0,0.331,0.532,91.0,0.13,49.0,3,7.8,16.8,12.2,2.0,2.2,1.2,0,4,43,53,0,5,-0.6728747102592649,-2.031224020974309,17.0,55.5,24.1,54.4,50.6,23.4
Anthony Gill,WAS,PF,17.3,10.0,11.9,13.3,22,7,166,0.223,54.0,0.354,0.682,117.0,0.214,81.0,7,6.4,11.5,8.9,1.9,1.5,-1.3,0,0,1,36,64,5,1.377961790385882,-2.1652129335518806,10.8,38.6,46.2,51.0,20.0,46.4
Kris Murray,POR,SF,23.4,8.1,10.6,13.5,27,12,197,0.442,106.0,0.279,0.55,95.0,0.207,78.0,6,7.2,9.6,8.4,1.5,1.8,0.8,2,46,32,18,2,6,-1.022657246597994,-1.7938527804989677,11.6,60.0,19.1,33.2,52.1,30.2
Matisse Thybulle,POR,SG,16.0,7.7,14.7,16.2,17,8,66,0.694,167.0,0.398,0.6,103.0,0.187,71.0,1,3.8,9.6,6.7,3.0,6.0,6.1,12,51,33,4,0,6,-1.5826254713072103,-1.670061806745809,17.4,86.1,17.5,54.6,100.0,20.1
Nae'Qwan Tomlin,CLE,PF,15.7,7.0,15.5,7.8,14,6,131,0.366,88.0,0.235,0.549,94.0,0.194,74.0,3,9.5,10.9,10.2,3.2,2.0,0.1,0,0,17,75,8,5,0.070184694065572,-2.614231381311713,14.8,38.4,31.7,53.9,33.2,32.2
Dean Wade,CLE,PF,22.3,8.3,9.9,5.1,3,7,221,0.705,170.0,0.362,0.58,100.0,0.137,52.0,4,4.4,16.1,10.3,1.7,1.6,1.0,0,0,14,73,14,5,-1.4640748710500957,-3.0521131653428526,16.0,62.4,21.0,84.3,35.6,17.7
Doug McDermott,SAC,SF,15.1,6.8,15.1,8.3,10,1,52,0.885,213.0,0.39,0.574,99.0,0.065,25.0,0,1.7,7.9,4.7,0.8,0.7,-3.0,0,4,65,31,0,0,-4.364893514200332,-3.053159584221364,18.0,91.9,2.7,71.9,32.4,4.2
Yves Missi,NOP,C,19.7,8.6,12.6,13.7,21,14,207,0.003,1.0,0.0,0.556,96.0,0.347,132.0,14,15.0,17.0,16.0,7.4,0.7,-0.3,0,0,0,0,100,3,5.192545606221708,-2.29220158966977,9.0,1.8,93.4,35.0,17.7,61.1
Mitchell Robinson,NYK,C,19.6,5.8,10.7,14.0,13,11,129,0.0,0.0,0.0,0.676,116.0,0.5,190.0,13,23.9,26.1,25.0,6.1,2.4,1.5,0,0,0,24,76,3,8.216597505371666,-3.00299234493597,3.8,9.3,91.4,39.7,37.0,84.7
Guerschon Yabusele,2TM,C,15.0,8.3,16.1,10.7,21,13,159,0.628,151.0,0.352,0.543,93.0,0.231,88.0,5,6.1,19.0,12.6,1.5,1.2,-0.5,0,0,0,33,67,5,-0.1177339104937225,-2.141398134770384,18.6,53.1,42.4,84.1,18.6,24.0
Dru Smith,MIA,SG,16.3,20.0,15.2,12.9,27,21,426,0.397,96.0,0.295,0.532,92.0,0.323,123.0,13,5.6,10.2,7.9,1.6,4.1,3.6,72,27,1,0,0,6,-0.3410559535782034,0.7644625235982727,45.8,44.0,17.3,23.0,60.0,38.1
Killian Hayes,SAC,PG,17.7,26.3,18.7,15.7,20,5,197,0.457,110.0,0.27,0.422,73.0,0.203,77.0,1,1.1,14.2,7.4,0.9,2.5,-0.9,85,15,0,0,0,2,-2.599422164424856,0.2600697538413238,52.4,36.4,11.8,24.2,27.5,12.8
Spencer Jones,DEN,SF,22.1,4.5,9.7,9.8,13,3,130,0.55,132.0,0.396,0.619,106.0,0.195,74.0,1,6.2,10.1,8.3,1.9,1.8,0.0,0,0,39,58,4,0,-1.0320808919443898,-3.0353815621905027,8.8,65.3,19.7,63.7,43.0,28.2
Baylor Scheierman,BOS,SG,18.6,10.5,11.9,11.7,23,12,299,0.73,176.0,0.399,0.616,106.0,0.093,35.0,1,4.5,16.0,10.3,0.4,1.5,1.3,5,53,41,1,0,0,-2.257444808358448,-2.035255547860692,20.4,91.3,10.3,53.4,56.3,16.0
Dylan Cardwell,SAC,C,20.6,9.2,11.3,16.2,15,8,152,0.022,5.0,0.5,0.591,102.0,0.285,108.0,2,17.6,23.5,20.5,6.8,1.6,0.6,0,0,0,26,74,3,4.916445893287907,-2.9722126402889963,6.6,26.6,87.2,64.7,27.9,56.4
Sion James,CHO,SG,22.5,11.4,11.0,13.5,28,16,419,0.634,153.0,0.352,0.531,91.0,0.263,100.0,6,3.1,14.3,8.8,1.0,1.4,1.1,10,64,25,2,0,7,-1.826735582516184,-0.9029255923428452,22.1,75.7,12.6,44.1,51.3,22.6
Pete Nance,MIL,PF,15.7,9.2,13.5,11.6,17,3,123,0.613,148.0,0.42,0.639,110.0,0.057,22.0,1,4.2,14.9,9.6,1.9,0.9,-1.2,0,1,38,44,17,0,-1.5200724248261428,-2.9494907294123034,15.6,72.7,23.7,70.5,30.2,19.1
Jordan Walsh,BOS,PF,17.8,5.8,11.7,10.7,16,9,140,0.468,113.0,0.384,0.623,107.0,0.213,81.0,10,7.9,16.6,12.3,2.6,2.0,1.6,0,3,31,64,2,5,0.5140701392611409,-2.557832894595319,10.7,59.5,28.0,63.5,46.9,37.5
Rayan Rupert,2TM,SG,16.8,8.6,15.0,14.0,24,20,170,0.435,105.0,0.324,0.493,85.0,0.173,65.0,1,4.8,14.4,9.5,0.8,2.4,-0.1,4,37,38,20,1,7,-1.70873789140402,-1.4074291584145868,16.0,58.6,17.3,34.6,51.0,20.2
Andersson Garcia,UTA,SF,33.8,10.0,9.7,17.5,3,3,35,0.448,108.0,0.077,0.394,68.0,0.31,118.0,1,10.6,16.4,13.4,2.3,2.2,-0.5,0,2,41,40,17,5,-0.0217708913115925,-2.675813328490785,7.5,31.1,32.9,43.2,44.9,24.5
Jalen Pickett,DEN,SG,16.1,18.4,14.8,12.4,17,11,276,0.547,132.0,0.386,0.541,93.0,0.082,31.0,4,2.6,12.7,7.9,0.6,0.8,-1.1,60,40,0,0,0,7,-2.800106867138208,-0.8730196098409311,40.2,60.2,10.6,36.7,22.3,15.3
Nikola Topić,OKC,PG,16.0,36.5,21.2,32.0,17,5,108,0.294,71.0,0.4,0.489,84.0,0.098,37.0,1,4.9,7.8,6.4,0.0,1.5,-3.2,100,0,0,0,0,2,-2.3242444391334938,0.8551593440174421,57.5,34.2,8.7,15.4,7.6,20.3
Ochai Agbaji,2TM,SG,15.7,6.8,14.6,9.4,19,6,119,0.457,110.0,0.266,0.525,90.0,0.154,58.0,2,5.3,11.5,8.3,1.7,1.2,-0.5,8,71,20,0,0,7,-1.9402336212144715,-2.057719723963189,16.1,63.2,19.0,26.7,41.4,21.8
Sidy Cissoko,POR,SF,19.1,10.2,12.5,15.8,30,25,279,0.593,143.0,0.298,0.514,88.0,0.263,100.0,9,4.6,8.0,6.3,1.5,1.7,0.5,13,38,36,12,0,7,-1.8662252094154803,-0.7576738226611874,20.0,66.6,12.6,40.9,49.3,25.2
Johnny Furphy,IND,SG,18.4,8.6,12.8,15.0,11,8,94,0.477,115.0,0.324,0.547,94.0,0.235,89.0,5,5.3,20.9,12.9,0.9,1.5,0.2,0,49,46,5,0,6,-0.6099840394891196,-2.052577494225916,11.6,69.6,20.7,35.2,52.8,28.3
Jericho Sims,MIL,C,19.7,10.7,9.8,25.8,28,13,269,0.0,0.0,0.0,0.772,133.0,0.384,146.0,10,12.7,19.0,15.9,1.3,0.7,-0.9,0,0,0,21,79,3,5.773893486300428,-1.7331749976265225,5.3,15.6,61.6,20.5,16.8,74.8
Adem Bona,PHI,C,17.4,3.4,11.1,17.2,9,16,81,0.027,7.0,0.333,0.638,110.0,0.514,195.0,7,11.2,16.0,13.6,6.2,1.2,0.3,0,0,0,4,96,3,5.292619794846218,-2.258709947990752,1.2,22.8,84.7,49.0,24.1,68.3
Lonzo Ball,CLE,PG,20.8,22.6,13.7,21.9,37,10,329,0.835,201.0,0.272,0.432,74.0,0.119,45.0,0,3.9,17.2,10.6,1.2,3.0,1.8,43,54,4,0,0,7,-3.1502996874586997,-0.4098544886181685,38.6,68.7,10.0,56.7,53.1,0.0
Jeremiah Robinson-Earl,2TM,PF,16.4,5.6,14.1,10.0,6,4,36,0.41,99.0,0.244,0.468,80.0,0.18,68.0,3,10.6,20.4,15.5,0.2,1.2,-1.7,0,0,3,95,3,5,-0.3369523103597408,-3.024777275191932,10.7,30.9,23.8,60.9,16.1,25.3
Mike Conley,MIN,PG,18.4,19.5,11.5,12.5,24,4,377,0.772,186.0,0.337,0.517,89.0,0.233,88.0,0,2.0,8.2,5.2,1.2,1.7,1.0,100,0,0,0,0,7,-3.0363036283323974,-0.4724475816857704,52.2,57.1,5.2,50.4,30.0,12.2
Josh Okogie,HOU,SG,17.4,6.4,11.3,11.2,21,15,162,0.548,132.0,0.385,0.544,94.0,0.235,89.0,5,6.7,9.6,8.2,1.1,2.3,1.1,3,74,22,0,0,7,-1.7418145462740662,-1.709043055195166,12.5,75.1,14.7,38.2,58.0,27.2
Craig Porter Jr.,CLE,PG,17.9,22.4,12.3,17.6,46,10,490,0.36,87.0,0.355,0.524,90.0,0.155,59.0,3,8.2,12.9,10.5,3.1,2.4,1.9,86,14,0,0,0,2,-0.4865643947986683,0.022264045684484,47.6,39.1,26.8,29.0,40.5,27.5
John Konchar,2TM,SG,19.9,13.4,9.4,13.8,27,7,277,0.497,120.0,0.283,0.568,98.0,0.221,84.0,6,7.0,16.5,11.6,3.2,3.5,2.2,3,36,51,9,0,6,-0.1688363207741928,-1.7603796783199683,16.0,67.1,27.2,40.3,74.9,30.4
Gabe Vincent,2TM,PG,16.6,10.8,12.3,10.7,19,3,178,0.801,193.0,0.341,0.511,88.0,0.106,40.0,1,2.2,4.7,3.5,0.3,1.5,-0.5,99,1,0,0,0,7,-4.357009400063335,-1.3779512261178526,44.4,59.1,0.3,49.3,22.7,5.1
Mouhamed Gueye,ATL,PF,15.3,7.4,12.4,9.4,18,10,174,0.448,108.0,0.308,0.539,93.0,0.214,81.0,8,8.1,17.4,12.7,3.0,2.4,1.3,0,0,0,56,44,5,0.6809452697293354,-2.42130090418357,13.2,39.3,44.4,71.8,35.4,31.3
Kam Jones,IND,SG,16.6,26.2,14.4,17.3,21,11,301,0.444,107.0,0.293,0.47,81.0,0.047,18.0,0,2.6,8.1,5.3,0.0,1.4,-1.9,17,60,22,1,0,7,-3.628919797463302,-0.5628455140478792,31.7,57.3,6.0,20.8,36.1,9.5
DeAndre Jordan,NOP,C,16.6,7.2,10.1,18.6,5,3,26,0.0,0.0,0.0,0.671,115.0,0.531,202.0,3,13.9,27.4,20.6,4.7,1.0,0.2,0,0,0,0,100,3,7.118112528694804,-2.948367843323889,1.0,8.7,88.4,32.5,22.9,72.7
Jarred Vanderbilt,LAL,PF,17.4,9.6,12.4,17.5,26,19,194,0.413,99.0,0.293,0.544,94.0,0.233,89.0,1,8.6,21.3,15.2,1.6,2.4,0.9,0,0,31,65,5,5,0.7685487861797924,-1.9065286292581864,12.3,46.4,29.0,56.3,46.0,30.8
Keshon Gilbert,2TM,SG,18.5,21.0,13.0,34.7,4,4,29,0.25,60.0,0.0,0.564,97.0,0.583,221.0,1,2.9,4.4,3.6,4.8,1.9,-0.4,6,83,11,0,0,6,1.4607190301119908,-0.2523481143762022,12.4,42.5,27.7,0.3,46.2,50.0
Josh Green,CHO,SG,15.7,6.8,10.6,15.3,20,7,113,0.762,184.0,0.42,0.644,111.0,0.155,59.0,1,5.7,7.0,6.3,0.6,1.9,1.0,20,66,12,1,0,7,-2.492383252917405,-2.190481082358063,16.7,90.3,6.2,53.9,49.8,21.3
Dereck Lively II,DAL,C,16.4,14.7,11.8,30.9,3,0,29,0.0,0.0,0.0,0.67,115.0,0.556,211.0,0,13.0,21.0,17.0,8.1,1.6,3.6,0,0,0,0,100,3,7.713311447793507,-2.2991696174327005,4.1,9.3,96.5,37.3,39.1,71.7
Micah Peavy,NOP,SG,15.0,8.8,14.0,6.5,9,7,141,0.393,95.0,0.259,0.455,78.0,0.105,40.0,3,5.4,8.5,6.9,0.9,2.3,-0.8,1,31,56,11,0,7,-2.817667645022131,-2.168009182404676,15.6,54.2,15.1,22.4,54.0,16.7
Nicolas Batum,LAC,PF,17.5,6.5,9.6,13.2,25,4,154,0.958,231.0,0.404,0.603,104.0,0.046,18.0,0,2.1,14.1,8.3,1.7,1.8,0.7,0,0,24,72,4,0,-3.000546181412568,-3.1251937104184493,13.6,83.2,10.6,100.0,39.8,3.5
Dorian Finney-Smith,HOU,PF,16.8,7.1,10.7,13.9,11,2,87,0.758,183.0,0.27,0.452,78.0,0.068,26.0,1,6.3,10.2,8.3,0.9,1.3,-0.1,0,2,51,47,0,0,-3.384359479297772,-3.057716332049816,11.7,64.6,9.8,65.3,43.8,3.6
